Year,Units_Sold,Price_Per_Unit,Discount_Percent,Advertising_Spend,Store_Count,Online_Sales_Percent,Customer_Rating,Toy_Name
2017,389,8.31,7.0,16799.77,190,48.95,2.3,Remote Control Car
2018,4871,8.71,24.43,31723.24,12,49.02,1.9,Barbie Doll
2022,3831,95.18,46.0,21206.07,197,74.84,4.0,Remote Control Car
2023,3640,96.66,37.41,20207.88,87,80.07,4.7,Action Figure
2017,1983,7.64,42.11,42000.35,72,88.16,4.9,Puzzle Game
2020,1695,73.02,40.24,16467.12,128,77.26,4.2,Building Blocks
2024,4278,26.04,19.48,32601.27,80,80.24,2.5,Train Set
2025,2737,71.63,35.45,43798.24,84,87.68,4.3,Train Set
2019,4968,87.53,37.71,31466.82,28,76.19,4.1,Toy Bike
2020,2176,14.58,10.28,25146.58,158,26.37,2.6,Building Blocks
2018,4491,27.68,43.01,2729.83,50,73.39,1.4,Remote Control Car
2024,4754,7.29,22.89,34397.06,145,66.76,4.4,Train Set
2020,688,9.16,0.82,49878.78,138,54.47,2.2,Teddy Bear
2021,1274,7.81,32.17,40613.1,95,23.96,1.5,Train Set
2023,3755,81.06,33.84,32088.84,11,13.84,4.9,Remote Control Car
2024,3960,33.34,27.59,23988.08,175,27.37,4.7,Teddy Bear
2021,4295,51.86,10.62,11991.89,136,80.16,4.0,Action Figure
2020,1599,79.85,24.11,34913.35,31,31.57,1.3,Toy Bike
2015,4195,52.02,20.01,9687.79,101,45.76,3.9,Barbie Doll
2016,1555,45.77,48.73,44465.37,165,89.81,3.6,Train Set
2015,4480,6.1,41.23,18345.44,161,50.76,2.0,Action Figure
2023,1425,58.96,38.09,20590.02,137,71.4,2.8,Remote Control Car
2024,717,16.85,9.05,11586.04,174,73.6,4.9,Teddy Bear
2024,2424,77.64,16.55,24601.46,131,80.34,1.1,Toy Bike
2023,4140,29.49,18.99,34342.27,13,36.63,2.9,Puzzle Game
2021,1065,69.05,24.63,15836.18,156,22.2,3.3,Building Blocks
2016,385,66.39,1.51,35390.04,52,81.09,4.5,Train Set
2020,4811,63.58,29.65,31408.53,189,58.77,3.8,Puzzle Game
2025,130,30.36,17.89,19247.03,152,57.67,1.4,Barbie Doll
2018,2184,30.37,28.08,16327.41,10,55.58,2.5,Toy Bike
2015,1849,86.99,0.45,43205.14,170,12.8,1.5,Action Figure
2015,307,6.22,16.07,1584.82,165,29.9,4.7,Remote Control Car
2019,234,22.24,38.43,36079.38,15,63.8,3.8,Puzzle Game
2016,172,62.97,25.05,21445.44,106,12.64,2.0,Action Figure
2018,4750,82.62,39.44,36166.9,156,58.54,1.6,Building Blocks
2015,3564,39.04,34.95,25868.14,165,14.02,1.5,Remote Control Car
2018,1444,67.08,42.75,5109.17,193,10.68,3.0,Train Set
2025,2402,57.93,0.37,49120.57,141,81.34,2.0,Puzzle Game
2020,3269,11.13,13.07,5216.23,59,82.88,4.9,Action Figure
2024,1358,64.07,27.44,8763.31,196,33.21,2.6,Barbie Doll
2018,3994,82.32,47.05,21596.43,56,79.19,5.0,Building Blocks
2015,1991,99.28,33.99,47286.55,30,15.99,4.4,Toy Bike
2021,540,7.82,22.83,15360.54,64,42.93,4.6,Building Blocks
2016,1104,67.71,6.51,28864.44,67,48.12,2.6,Building Blocks
2023,751,44.38,24.66,26550.39,20,42.68,1.5,Remote Control Car
2017,2984,5.93,22.05,17177.23,99,37.87,4.4,Puzzle Game
2022,4745,63.36,38.92,35120.29,27,58.91,1.0,Train Set
2022,1184,16.63,20.67,25571.65,112,64.1,2.8,Teddy Bear
2017,129,40.96,15.94,29336.04,140,86.68,1.6,Barbie Doll
2018,885,29.83,4.49,11297.62,109,20.13,4.6,Puzzle Game
2016,701,39.31,2.33,46400.9,41,82.03,4.5,Train Set
2018,466,51.81,21.96,6417.98,51,73.79,1.6,Building Blocks
2025,3730,39.12,17.34,34823.19,97,32.62,3.2,Building Blocks
2025,3916,57.51,27.77,44408.91,80,26.02,1.9,Building Blocks
2025,795,27.67,35.6,5117.01,29,19.32,3.1,Action Figure
2023,2052,65.36,2.0,2408.85,91,43.9,4.9,Action Figure
2016,289,86.11,24.81,17324.53,51,54.01,1.9,Remote Control Car
2017,2943,26.29,43.1,39707.45,59,55.58,1.3,Building Blocks
2025,1994,53.25,22.76,36150.96,88,43.34,2.0,Action Figure
2025,905,66.63,26.06,41285.7,128,64.83,4.9,Building Blocks
2018,3565,58.64,24.34,20477.43,159,66.63,1.3,Action Figure
2019,2696,39.74,19.49,49694.19,137,51.2,1.2,Toy Bike
2015,3244,66.01,5.51,18939.2,109,54.14,1.6,Barbie Doll
2021,4565,7.68,6.32,40463.78,198,25.59,4.2,Building Blocks
2024,4854,40.14,8.95,18189.51,30,54.32,2.9,Building Blocks
2021,2648,55.6,39.63,11703.74,90,16.02,2.4,Building Blocks
2023,1403,6.96,13.77,17496.78,40,55.65,3.6,Remote Control Car
2018,2085,53.23,47.41,10441.21,7,61.43,1.4,Train Set
2020,2930,67.15,40.51,7326.42,187,88.54,3.8,Teddy Bear
2025,729,77.12,34.23,18834.23,139,44.0,2.2,Puzzle Game
2016,536,15.77,36.02,8192.92,3,49.66,4.4,Remote Control Car
2018,3670,99.1,2.38,25614.11,132,46.17,3.9,Teddy Bear
2016,3700,62.59,28.42,2735.2,20,30.78,4.5,Building Blocks
2024,4768,39.5,47.05,22135.06,5,17.55,1.7,Toy Bike
2019,1488,28.66,1.96,47942.27,162,61.25,1.6,Remote Control Car
2021,4364,59.43,14.55,18583.4,142,15.77,3.8,Teddy Bear
2015,1534,88.76,2.58,7744.43,141,44.41,4.7,Train Set
2024,740,54.45,28.49,15954.64,189,10.88,4.2,Building Blocks
2024,1062,67.84,5.81,39772.62,177,85.24,4.8,Teddy Bear
2021,4592,38.98,23.96,16369.3,45,65.8,1.0,Building Blocks
2024,2397,41.87,36.0,19791.3,53,27.85,1.7,Remote Control Car
2020,3758,32.19,8.22,39650.54,24,32.09,3.5,Remote Control Car
2020,4520,72.04,37.77,13767.46,191,35.78,2.7,Teddy Bear
2022,1972,39.12,3.01,24436.24,9,51.53,4.1,Building Blocks
2022,687,23.12,7.48,4095.25,191,60.54,1.3,Remote Control Car
2020,3058,40.09,14.01,9529.46,56,16.13,3.5,Barbie Doll
2017,2283,86.11,39.8,11262.92,77,62.83,4.7,Puzzle Game
2019,2175,75.13,42.51,23715.5,77,15.95,1.9,Remote Control Car
2016,3507,36.79,11.02,41228.04,199,83.11,3.7,Building Blocks
2019,4339,91.15,4.79,18371.0,128,49.79,2.4,Barbie Doll
2023,3224,12.11,42.4,19643.9,128,84.69,2.5,Remote Control Car
2024,3738,9.73,32.47,15749.26,113,61.39,3.1,Building Blocks
2015,1449,17.11,7.89,16704.06,42,42.1,2.2,Teddy Bear
2024,2384,16.06,27.89,20771.72,1,72.63,4.9,Puzzle Game
2019,1555,13.34,43.62,45070.76,64,15.45,1.2,Teddy Bear
2020,299,67.83,3.48,2194.43,72,56.96,3.9,Remote Control Car
2025,585,62.08,4.19,31604.68,15,30.61,1.3,Puzzle Game
2021,3582,66.52,13.68,44496.46,69,77.42,4.4,Building Blocks
2023,3599,70.39,32.61,21431.04,150,81.25,2.9,Building Blocks
2020,507,76.9,8.9,32894.77,148,56.84,1.9,Building Blocks
2019,2788,24.68,40.82,29700.01,196,30.87,3.0,Building Blocks
2021,3419,64.12,37.52,17592.94,45,41.12,4.8,Teddy Bear
2015,4185,60.1,28.05,7733.47,89,59.64,1.7,Barbie Doll
2025,3746,94.65,5.8,11761.24,80,44.02,3.4,Teddy Bear
2019,3461,27.07,49.41,3814.81,168,72.17,2.9,Puzzle Game
2016,4119,10.58,24.5,38471.65,174,39.51,3.8,Action Figure
2018,3437,67.08,22.6,27107.55,91,50.44,1.7,Teddy Bear
2021,3235,75.32,49.78,39496.05,63,25.12,3.4,Remote Control Car
2019,3288,31.9,43.19,15219.64,93,65.82,4.4,Teddy Bear
2020,310,59.23,22.82,40428.93,140,79.22,1.1,Teddy Bear
2016,1297,10.66,20.94,16151.01,180,39.33,4.2,Train Set
2017,3383,96.2,4.8,6945.36,7,86.38,2.9,Toy Bike
2021,3372,15.44,46.33,27156.73,55,13.07,1.8,Remote Control Car
2025,2623,11.42,42.19,47319.48,133,27.63,3.4,Barbie Doll
2016,175,9.19,15.5,21305.31,47,43.0,2.2,Remote Control Car
2020,1279,45.59,37.67,26254.04,97,43.96,4.9,Puzzle Game
2019,3261,14.23,38.14,23113.18,166,73.47,2.1,Remote Control Car
2024,3183,75.74,11.4,23414.31,104,80.97,3.9,Toy Bike
2015,1356,90.39,30.68,11503.41,43,34.25,3.0,Toy Bike
2025,2151,29.72,12.75,21701.64,198,61.1,2.6,Teddy Bear
2024,185,64.73,39.49,25348.15,136,54.13,3.1,Train Set
2025,2427,9.02,7.69,37498.07,86,24.2,2.2,Train Set
2018,1509,41.72,33.45,7851.76,178,36.08,2.8,Building Blocks
2025,4281,32.83,16.3,29009.08,118,11.58,2.5,Building Blocks
2016,862,26.72,1.81,33447.46,78,34.3,3.6,Puzzle Game
2018,901,66.25,6.19,19756.84,137,18.44,3.9,Puzzle Game
2015,1794,17.37,32.74,27909.05,141,81.87,4.1,Teddy Bear
2016,1988,86.77,12.0,35826.36,50,81.91,4.1,Train Set
2022,920,68.16,31.55,23789.96,96,64.42,2.4,Train Set
2020,684,72.52,20.74,17334.2,78,89.43,3.5,Barbie Doll
2016,718,93.86,34.64,41410.46,163,56.39,3.0,Train Set
2020,1343,94.53,24.65,49452.03,25,26.04,3.6,Puzzle Game
2024,3138,57.41,15.43,11615.14,189,80.77,2.4,Barbie Doll
2023,318,52.06,7.29,44580.34,31,26.67,1.8,Train Set
2021,910,36.86,17.05,27726.01,49,31.36,3.9,Toy Bike
2023,531,72.98,31.74,22948.24,171,62.7,2.5,Teddy Bear
2019,3340,56.13,37.02,44764.99,45,20.37,3.9,Remote Control Car
2021,3440,93.62,8.02,45606.6,116,58.79,3.8,Remote Control Car
2025,1311,27.67,33.21,14360.18,101,34.22,5.0,Train Set
2021,2382,34.47,8.96,18560.24,7,60.09,2.5,Remote Control Car
2017,152,35.03,11.09,42744.29,134,73.85,3.7,Barbie Doll
2021,3844,81.57,26.57,25050.4,50,41.54,3.8,Toy Bike
2015,4937,14.41,14.46,15113.41,198,36.48,4.8,Building Blocks
2023,4384,48.29,33.08,48146.62,45,36.46,3.0,Remote Control Car
2024,2742,45.62,47.79,11634.87,182,38.62,3.7,Train Set
2020,3721,11.95,7.44,30906.52,124,72.69,4.0,Teddy Bear
2019,931,44.03,28.53,21967.9,145,44.44,5.0,Barbie Doll
2021,2285,53.77,46.16,23113.78,86,67.09,2.8,Toy Bike
2019,3084,11.18,8.83,6193.42,87,69.18,2.0,Teddy Bear
2024,4939,53.44,18.34,13599.78,157,52.63,3.4,Action Figure
2019,2627,96.13,6.18,9182.86,192,46.42,2.7,Action Figure
2025,725,98.0,32.1,37731.62,199,40.27,1.4,Remote Control Car
2024,2489,55.51,33.46,35189.48,99,62.41,2.8,Teddy Bear
2025,1731,53.93,33.21,39911.09,120,51.16,3.8,Barbie Doll
2021,1326,32.12,27.11,35263.88,103,33.34,2.8,Puzzle Game
2024,4817,99.73,37.31,7306.81,116,52.63,3.3,Puzzle Game
2021,3297,31.05,1.79,48951.01,148,62.64,3.8,Action Figure
2025,4984,48.03,47.88,10237.32,26,53.56,3.0,Toy Bike
2017,3698,5.28,11.1,18172.03,157,11.2,1.4,Toy Bike
2017,1362,38.18,6.08,35636.99,7,89.45,3.8,Puzzle Game
2024,1123,11.79,47.06,7882.0,127,70.56,1.8,Teddy Bear
2017,4149,75.66,41.52,9354.8,162,29.48,3.9,Teddy Bear
2020,1704,58.3,38.24,43952.18,5,70.85,2.2,Remote Control Car
2020,3797,59.36,5.24,17268.73,134,71.42,3.1,Teddy Bear
2017,4138,32.22,40.38,33613.63,33,58.07,1.3,Building Blocks
2017,1943,82.42,30.45,43078.68,171,59.97,2.1,Toy Bike
2022,1335,5.31,36.6,48686.84,187,22.9,4.7,Toy Bike
2022,584,36.69,48.9,11304.0,33,39.77,3.1,Building Blocks
2021,3497,67.65,9.72,7023.48,105,57.05,4.6,Toy Bike
2024,1429,91.25,25.22,37296.11,189,16.21,4.8,Train Set
2018,695,27.29,37.67,10221.89,146,88.25,2.1,Puzzle Game
2018,73,56.4,21.68,29429.32,142,18.15,4.6,Action Figure
2017,4702,56.11,2.73,27099.61,149,42.28,3.6,Remote Control Car
2019,4501,88.05,5.57,28436.24,167,83.08,3.2,Building Blocks
2017,4720,9.8,30.1,32839.85,162,11.22,2.6,Action Figure
2022,4174,45.33,14.25,42693.71,159,64.66,2.0,Train Set
2021,414,22.33,6.89,14319.09,81,41.07,2.6,Puzzle Game
2017,2705,7.05,16.99,28206.92,135,67.38,3.6,Action Figure
2023,458,18.97,10.05,17497.57,85,63.11,2.5,Barbie Doll
2019,1364,97.76,1.2,16617.97,71,57.76,2.4,Teddy Bear
2023,268,25.41,7.59,2000.56,129,79.23,3.2,Building Blocks
2021,4753,93.83,44.15,30370.72,86,10.4,1.2,Action Figure
2021,1589,24.5,0.6,48652.77,22,21.69,3.4,Train Set
2020,3483,93.47,38.69,38301.56,87,72.94,2.2,Remote Control Car
2016,1652,67.19,37.67,12896.89,92,60.8,3.0,Puzzle Game
2023,2754,15.76,28.21,36090.12,191,84.06,4.3,Puzzle Game
2020,3698,60.28,10.42,15567.97,190,45.12,4.2,Train Set
2022,1155,35.26,43.9,37928.82,46,53.98,2.2,Building Blocks
2015,3461,41.4,23.75,42891.69,57,59.94,1.2,Toy Bike
2019,2538,46.82,8.66,17382.14,173,24.1,2.5,Toy Bike
2015,666,45.16,21.45,1107.15,76,21.48,1.5,Toy Bike
2024,4371,68.09,9.75,15945.86,13,30.3,2.7,Toy Bike
2025,2468,77.99,18.8,11086.96,196,40.87,4.3,Action Figure
2022,77,36.27,24.83,31312.11,37,49.02,2.3,Remote Control Car
2022,3105,92.81,18.0,15213.57,94,47.15,4.3,Action Figure
2015,65,94.15,32.85,2766.27,142,73.36,4.9,Teddy Bear
2023,3398,8.87,46.8,27035.39,37,20.7,3.7,Puzzle Game
2016,382,6.42,17.41,43859.6,103,39.5,4.4,Puzzle Game
2023,4628,45.38,17.79,23115.61,91,85.68,4.4,Train Set
2015,4711,61.11,36.92,19438.58,14,71.76,1.1,Puzzle Game
2024,2211,31.4,26.53,9747.3,194,44.24,3.6,Train Set
2023,2135,29.64,21.44,19981.73,194,56.5,4.1,Toy Bike
2018,4599,69.44,40.69,17215.03,161,47.62,2.8,Action Figure
2023,4003,62.16,44.55,49751.23,130,40.71,4.4,Remote Control Car
2021,2839,20.88,29.53,2493.01,181,20.62,3.7,Remote Control Car
2025,4311,89.03,9.26,12703.57,89,23.38,3.7,Remote Control Car
2020,2302,69.6,23.31,4362.82,55,33.06,2.6,Barbie Doll
2019,294,39.44,25.22,43013.5,173,39.22,4.5,Barbie Doll
2025,1944,69.94,21.61,21448.16,37,30.13,2.5,Puzzle Game
2023,1406,15.7,13.12,40017.22,155,56.19,1.6,Action Figure
2016,992,49.48,23.62,34915.55,180,57.85,2.3,Building Blocks
2025,3517,21.05,22.33,46473.55,86,13.67,2.6,Train Set
2016,3242,8.94,10.47,2164.45,127,61.97,4.0,Puzzle Game
2025,1795,37.14,45.17,11159.9,116,47.41,1.3,Remote Control Car
2023,4555,19.32,44.27,35399.61,175,53.76,3.6,Action Figure
2017,2407,65.18,37.98,29675.97,58,81.46,3.0,Barbie Doll
2022,3929,69.04,20.05,35038.35,135,24.67,2.3,Barbie Doll
2025,3827,19.13,18.52,29198.51,141,42.36,2.6,Action Figure
2023,2165,7.34,35.82,29470.04,48,48.81,3.8,Building Blocks
2022,2317,80.32,30.41,46696.13,115,57.27,3.4,Toy Bike
2018,2317,5.2,30.03,46143.32,156,64.22,1.3,Teddy Bear
2015,1546,37.67,6.21,2861.84,173,20.34,1.4,Teddy Bear
2018,2846,51.99,30.91,21269.76,184,69.92,3.8,Action Figure
2023,4531,82.77,45.09,26017.96,163,27.68,4.5,Remote Control Car
2016,979,84.66,4.29,18537.32,125,86.1,1.6,Building Blocks
2017,3374,73.87,16.96,3428.36,55,18.45,3.4,Action Figure
2024,4550,28.48,25.45,24142.62,97,88.94,1.8,Puzzle Game
2022,4637,73.42,34.3,48809.12,165,84.24,4.9,Action Figure
2020,406,28.42,4.48,4538.35,137,81.14,3.5,Barbie Doll
2022,4360,25.39,43.64,41017.24,114,12.43,4.3,Remote Control Car
2021,4114,56.98,2.03,10586.98,131,26.12,2.2,Puzzle Game
2019,3891,69.49,42.88,29262.95,116,55.42,2.4,Action Figure
2023,3980,10.04,1.38,19964.5,130,67.7,1.6,Puzzle Game
2018,4897,10.7,7.68,18101.4,186,68.78,3.7,Toy Bike
2020,876,79.5,40.02,43650.27,22,13.69,4.9,Teddy Bear
2016,715,86.65,43.01,48700.26,24,65.1,3.0,Remote Control Car
2016,2078,62.42,49.11,19946.69,54,49.71,1.4,Barbie Doll
2016,3741,45.74,5.79,32381.73,145,35.09,1.1,Action Figure
2024,2632,85.31,26.32,28264.27,186,65.16,3.8,Toy Bike
2021,603,74.24,3.86,4769.16,186,30.06,1.7,Puzzle Game
2016,377,60.06,7.82,3016.88,149,61.6,4.7,Building Blocks
2016,1238,35.38,8.72,38896.84,77,58.97,3.9,Train Set
2023,199,23.81,3.17,20332.18,63,57.29,1.7,Teddy Bear
2021,4802,44.77,44.65,16071.13,191,52.63,4.6,Teddy Bear
2025,2903,32.25,6.32,49293.56,108,31.8,1.9,Teddy Bear
2017,1986,37.23,31.47,5176.27,115,26.08,4.8,Train Set
2017,4438,53.98,31.29,14184.07,44,40.65,2.1,Puzzle Game
2021,2786,21.06,9.93,42983.28,168,87.67,1.5,Barbie Doll
2019,1006,81.59,49.92,21334.94,75,73.0,3.3,Remote Control Car
2024,3298,18.83,17.37,29628.11,194,40.75,3.4,Barbie Doll
2020,465,50.69,45.25,3370.73,92,64.69,3.5,Puzzle Game
2022,3504,75.87,47.41,46094.3,118,32.46,2.1,Teddy Bear
2023,2695,51.08,47.45,7709.02,195,27.17,2.5,Remote Control Car
2015,3824,39.3,37.64,11454.94,174,56.68,5.0,Barbie Doll
2017,134,50.11,12.69,8683.01,152,30.49,2.6,Teddy Bear
2025,1985,85.62,6.03,25377.53,72,53.72,1.4,Teddy Bear
2021,1466,99.09,28.49,41025.84,198,16.42,2.7,Building Blocks
2020,1120,64.96,18.0,14079.22,179,76.8,1.8,Barbie Doll
2021,3462,80.38,41.55,7973.7,99,40.56,1.6,Train Set
2022,1571,6.38,37.25,21086.16,120,11.24,2.5,Building Blocks
2020,1551,88.63,13.82,49101.1,106,86.66,2.4,Remote Control Car
2017,4141,95.63,0.85,1541.85,132,53.63,1.5,Puzzle Game
2016,2523,59.64,11.87,25695.9,122,83.27,1.1,Building Blocks
2021,785,76.61,28.36,33799.04,159,25.03,3.5,Action Figure
2025,2888,53.71,3.95,40529.32,193,34.02,2.0,Puzzle Game
2015,2612,32.19,32.91,37563.35,30,40.65,4.4,Train Set
2017,3956,85.96,33.58,4646.95,40,25.63,2.2,Action Figure
2025,1322,61.7,8.47,23631.65,117,46.32,3.2,Teddy Bear
2018,4886,60.04,29.82,4858.73,123,32.51,1.9,Toy Bike
2015,1912,67.62,30.35,31372.91,14,20.03,1.7,Remote Control Car
2019,4276,86.32,23.9,4774.55,44,16.52,4.8,Train Set
2024,1813,74.53,47.66,3372.33,162,30.64,3.7,Action Figure
2017,4468,25.06,5.41,15995.38,167,88.5,4.8,Barbie Doll
2016,872,49.35,20.33,47002.76,132,30.5,1.8,Building Blocks
2017,592,98.13,44.15,35789.83,155,78.44,4.0,Barbie Doll
2022,2815,57.68,19.32,1197.27,42,46.73,1.9,Train Set
2020,2128,94.13,21.23,14951.67,139,30.19,4.0,Toy Bike
2021,934,82.27,33.41,1857.4,118,75.83,4.3,Remote Control Car
2020,4336,68.27,33.28,15421.24,87,70.39,1.9,Teddy Bear
2020,3699,38.19,1.15,34589.12,106,59.39,2.5,Building Blocks
2017,4560,33.91,22.78,38229.15,32,32.92,3.4,Building Blocks
2022,3621,66.13,16.68,40401.28,123,70.98,4.6,Remote Control Car
2021,3983,46.09,31.38,45589.51,50,11.55,1.1,Toy Bike
2021,3716,80.88,27.79,18923.87,53,32.39,3.2,Remote Control Car
2020,1771,77.24,32.54,43267.29,132,78.94,1.5,Train Set
2019,424,34.65,32.69,36655.77,147,28.72,2.7,Building Blocks
2024,607,71.76,12.74,27350.04,71,60.37,3.1,Teddy Bear
2022,1330,51.98,12.32,47776.91,33,48.34,4.2,Building Blocks
2019,3473,35.71,18.51,47439.31,78,44.32,5.0,Toy Bike
2023,1178,44.23,12.1,44982.61,125,64.9,3.2,Train Set
2023,1410,90.06,34.14,10909.14,77,13.05,2.7,Barbie Doll
2015,3647,39.15,30.14,11186.45,198,49.83,3.0,Puzzle Game
2020,1150,32.3,10.82,45149.14,123,45.2,3.4,Barbie Doll
2021,1584,38.42,44.21,20497.74,83,70.06,1.3,Train Set
2017,2675,25.39,23.03,40074.77,55,44.11,1.3,Train Set
2021,4177,56.74,6.35,34660.09,9,82.38,2.4,Remote Control Car
2025,1681,19.01,10.65,38355.48,190,89.41,1.2,Building Blocks
2025,107,82.66,26.99,2287.42,62,80.06,3.0,Toy Bike
2021,1177,26.43,16.92,22067.9,115,73.69,2.0,Toy Bike
2025,361,61.82,42.56,42997.58,48,67.36,1.2,Barbie Doll
2016,3767,16.88,24.74,25006.36,90,54.87,1.2,Barbie Doll
2021,2051,97.95,45.76,34816.56,68,72.95,2.6,Remote Control Car
2015,2787,48.18,5.09,38041.64,48,58.23,2.3,Puzzle Game
2019,3927,83.11,33.43,6917.16,92,86.95,4.3,Action Figure
2023,2332,78.02,44.29,8631.53,155,81.16,1.5,Remote Control Car
2021,3233,72.8,14.65,36503.13,115,56.11,1.1,Toy Bike
2021,1481,83.6,6.78,3673.96,55,44.0,1.2,Remote Control Car
2025,3175,14.54,22.83,17752.87,172,25.76,2.3,Train Set
2016,4947,69.46,48.07,45986.1,71,29.58,3.4,Train Set
2022,4384,30.25,31.67,29143.44,180,27.5,3.0,Teddy Bear
2017,1825,79.66,32.2,45613.45,57,81.33,3.3,Building Blocks
2022,1368,95.9,33.58,16161.41,137,83.34,3.5,Train Set
2017,4257,90.64,1.99,32194.69,98,35.61,2.2,Teddy Bear
2024,3209,15.92,22.28,15050.4,8,66.15,4.6,Remote Control Car
2021,1378,40.11,3.88,6444.97,184,19.97,1.0,Train Set
2016,4435,39.61,15.79,49544.07,10,54.91,1.7,Teddy Bear
2018,4024,16.62,41.08,9635.38,193,33.95,3.6,Remote Control Car
2025,4727,14.32,32.81,10235.65,114,86.05,4.9,Barbie Doll
2020,4515,41.56,49.78,42254.0,45,20.88,1.6,Building Blocks
2025,269,99.25,8.61,40309.61,167,20.81,3.8,Train Set
2023,3352,59.05,19.85,48913.66,46,71.7,2.0,Action Figure
2019,2916,64.07,40.48,4515.46,17,34.96,1.8,Action Figure
2023,1946,49.75,10.78,5612.15,82,30.42,2.2,Building Blocks
2019,4494,67.92,7.69,22986.99,128,26.76,1.7,Toy Bike
2024,2352,95.88,21.38,29995.62,115,30.24,3.1,Remote Control Car
2022,4597,60.93,19.19,2863.43,67,89.13,4.8,Action Figure
2015,4234,11.18,49.01,8761.1,76,46.3,4.7,Remote Control Car
2021,3776,51.82,22.81,35463.44,190,30.02,3.1,Action Figure
2018,2092,99.31,43.05,33758.45,68,15.06,4.0,Barbie Doll
2019,572,41.8,44.4,5394.62,164,19.69,1.8,Barbie Doll
2020,2757,61.42,7.89,46651.64,9,62.54,3.2,Remote Control Car
2019,3048,15.13,35.77,13483.43,163,30.83,4.1,Puzzle Game
2015,3971,18.41,13.88,44474.3,195,54.47,2.3,Puzzle Game
2023,959,88.09,4.74,46226.42,52,54.22,1.8,Barbie Doll
2016,4587,33.53,43.74,25013.42,118,38.96,2.2,Train Set
2023,4183,34.02,14.62,21186.36,90,67.07,2.1,Building Blocks
2024,1930,41.79,17.27,14628.72,101,12.66,2.1,Train Set
2016,3329,96.82,16.2,40561.72,112,43.37,1.3,Building Blocks
2023,4355,13.02,10.01,10632.84,91,44.73,3.0,Remote Control Car
2020,2610,82.78,21.73,31484.1,156,19.96,1.6,Action Figure
2025,3122,37.45,21.41,28789.57,58,11.22,4.6,Toy Bike
2023,3876,85.7,20.44,13195.85,152,52.73,4.2,Train Set
2020,4526,99.22,45.81,49169.31,59,33.58,4.6,Puzzle Game
2020,2925,38.12,16.99,42469.89,37,84.57,4.5,Building Blocks
2025,2956,17.29,1.52,2005.89,104,66.46,2.4,Building Blocks
2016,4539,18.72,8.92,21690.37,38,17.05,4.1,Remote Control Car
2022,4541,77.08,36.07,18589.62,153,62.44,3.0,Building Blocks
2017,594,18.77,29.54,44257.65,15,80.02,2.0,Building Blocks
2021,3147,29.74,47.59,13960.28,144,86.55,2.4,Puzzle Game
2019,3675,24.42,34.72,49924.08,55,35.02,3.3,Remote Control Car
2017,3555,38.79,9.71,10803.9,132,45.04,4.4,Puzzle Game
2015,1134,12.06,6.03,12950.34,26,61.62,1.0,Building Blocks
2022,602,86.39,26.04,33638.0,39,82.76,2.8,Remote Control Car
2017,1203,86.71,33.26,8891.79,185,64.08,1.0,Toy Bike
2016,3988,44.23,8.28,44551.31,127,40.74,2.1,Action Figure
2015,2295,63.15,30.08,6386.53,128,17.22,2.6,Barbie Doll
2018,1736,65.99,43.25,49182.55,47,21.54,2.9,Train Set
2022,743,76.18,36.38,43857.51,176,53.83,4.0,Remote Control Car
2017,3840,54.47,33.21,42143.17,92,29.07,3.9,Puzzle Game
2015,547,53.48,39.47,20953.65,177,45.97,2.2,Building Blocks
2018,2145,64.97,5.2,26168.44,165,42.59,2.5,Teddy Bear
2023,662,71.79,10.19,23361.54,38,55.64,2.0,Barbie Doll
2015,4017,37.94,1.9,49383.92,100,36.68,2.6,Toy Bike
2025,425,36.39,7.25,2706.47,62,46.85,2.4,Barbie Doll
2016,855,30.62,45.66,19703.74,61,56.56,3.7,Remote Control Car
2023,970,57.14,11.11,48451.03,118,57.53,1.5,Building Blocks
2016,3654,39.21,33.1,19100.12,8,47.43,1.1,Action Figure
2017,1493,56.33,34.58,20520.78,38,67.13,1.1,Action Figure
2021,1595,43.57,32.27,31933.74,106,41.22,4.9,Puzzle Game
2017,1260,84.49,27.7,45456.17,36,73.04,2.0,Puzzle Game
2023,2130,11.95,24.31,15431.59,56,88.77,3.9,Building Blocks
2020,4737,59.36,21.0,47432.66,45,70.74,3.9,Toy Bike
2017,2198,59.68,45.84,14845.52,50,72.39,4.3,Barbie Doll
2023,1558,41.45,0.48,40954.33,20,79.78,2.6,Toy Bike
2015,963,45.0,2.67,14516.07,191,18.28,3.6,Action Figure
2024,2830,81.01,24.63,4576.2,183,54.89,2.5,Train Set
2017,439,31.66,16.53,40802.82,162,63.75,1.9,Remote Control Car
2015,4099,87.78,20.41,23053.74,102,83.22,4.9,Barbie Doll
2016,4305,90.15,49.89,20146.7,107,76.67,4.6,Building Blocks
2022,3675,66.81,38.76,22064.27,92,41.13,2.9,Toy Bike
2021,1120,78.42,43.87,30967.24,32,34.96,3.4,Barbie Doll
2016,4841,63.23,18.43,13871.98,43,33.69,4.9,Puzzle Game
2016,4903,54.9,11.98,12626.45,79,30.02,2.4,Action Figure
2023,2620,96.83,38.4,24688.52,141,34.74,4.4,Train Set
2020,3787,31.85,40.38,2746.04,2,68.73,2.6,Teddy Bear
2019,2829,19.64,27.49,32499.62,189,19.24,4.5,Remote Control Car
2024,388,32.31,44.8,41319.36,142,68.77,2.9,Puzzle Game
